iter	MultiClass
187	0.005715696749
188	0.005680343774
189	0.005645708807
190	0.005611556101
191	0.005577798967
192	0.005539416874
193	0.005506886562
194	0.005474185702
195	0.00544160882
196	0.005409228468
197	0.005377968434
198	0.005346191604
199	0.005315042365
200	0.005272362826
201	0.005242075668
202	0.005200523333
203	0.005160081127
204	0.005127133603
205	0.005098783291
206	0.005066605424
207	0.00503915264
208	0.005011589898
209	0.004984744205
210	0.004957806515
211	0.004930841128
212	0.004894311268
213	0.004868723664
214	0.004833084007
215	0.004808120682
216	0.004783127738
217	0.004758712203
218	0.004734185742
219	0.004700018195
220	0.004675918999
221	0.004652089557
222	0.004628525315
223	0.004605661905
224	0.004582869292
225	0.004560482028
226	0.004534656654
227	0.004512583301
228	0.004488001843
229	0.00445714972
230	0.004435534365
231	0.004414594581
232	0.00439358096
233	0.004373060637
234	0.004352444561
235	0.004328891951
236	0.004308791653
237	0.004289057811
238	0.004269252231
239	0.004249647584
240	0.00423047466
241	0.004211334829
242	0.004192279815
243	0.004173658231
244	0.004155064685
245	0.004136504185
246	0.004117992667
247	0.004092137214
248	0.004076047741
249	0.004058339365
250	0.004033207048
251	0.004015877456
252	0.003998711719
253	0.003981707492
254	0.00396500647
255	0.003948515994
256	0.003934293138
257	0.003917862338
258	0.003901723048
259	0.003885274727
260	0.003868978325
261	0.003853302248
262	0.003837585172
263	0.0038221932
264	0.003806575448
265	0.003790964302
266	0.003775493496
267	0.003755970212
268	0.003741158077
269	0.003726102483
270	0.003708780536
271	0.003694349934
272	0.003677919244
273	0.003663175226
274	0.003648985976
275	0.003634917818
276	0.003620969317
277	0.003607128524
278	0.003590884818
279	0.003574786361
280	0.003558831223
281	0.003545585931
282	0.003532332427
283	0.00351930449
284	0.003506267155
285	0.003493336353
286	0.003482301675
287	0.00346566004
288	0.003452876916
289	0.003440197559
290	0.003427869883
291	0.003415383594
292	0.003405551479
293	0.003393377529
294	0.003381408701
295	0.003367114855
296	0.003355230797
297	0.003341155533
298	0.003329128643
299	0.003317519697
300	0.003303756771
301	0.00329243511
302	0.003281199378
303	0.003267937385
304	0.003256774079
305	0.003245602462
306	0.003234426068
307	0.003221337006
308	0.003210334326
309	0.003199315344
310	0.00318814558
311	0.003174169801
312	0.003163402463
313	0.003153051057
314	0.003142529908
315	0.003132226679
316	0.003119943465
317	0.003109554565
318	0.00309933508
319	0.003089412382
320	0.003079239353
321	0.003067364691
322	0.003057342375
323	0.003047391962
324	0.003037524599
325	0.003027911139
326	0.003018364855
327	0.00300582387
328	0.00299603161
329	0.002986778682
330	0.00297758902
331	0.002968375723
332	0.002959090157
333	0.002950082223
334	0.002940659036
335	0.002931769483
336	0.002922718693
337	0.002917452852
338	0.002908711384
339	0.002899727539
340	0.00288918276
341	0.002880614516
342	0.00287210255
343	0.002863646297
344	0.00285494335
345	0.002846593178
346	0.002837998722
347	0.002829461257
348	0.002821186375
349	0.002811197998
350	0.002801349289
351	0.002793318532
352	0.002785128405
353	0.002775391365
354	0.002767310398
355	0.002759032671
356	0.002751052354
357	0.002742876963
358	0.002734995373
359	0.002727345273
360	0.00271955726
361	0.002711818209
362	0.002703060919
363	0.002695520795
364	0.002686394163
365	0.002678677161
366	0.002671276394
367	0.002663920791
368	0.0026575964
369	0.0026503193
370	0.002641774683
371	0.002634656709
372	0.002627331825
373	0.002620227006
374	0.002613164636
375	0.002605804614
376	0.00259871095
377	0.002591503397
378	0.002584599432
379	0.002576652929
380	0.00256876091
381	0.002561806805
382	0.002554894032
383	0.002548251981
384	0.002540538441
385	0.002533743562
386	0.002526834917
387	0.002520117368
388	0.002513502098
389	0.002507014186
390	0.002500563253
391	0.002494148976
392	0.002487672237
393	0.002481327187
394	0.002474768506
395	0.002468395798
396	0.002461786829
397	0.002456149779
398	0.002448553341
399	0.002442471398
400	0.002436266796
401	0.00243003776
402	0.002422600319
403	0.002415565527
404	0.002408216111
405	0.002400911442
406	0.002394071245
407	0.002388115192
408	0.002382273633
409	0.002376233803
410	0.002370453375
411	0.002365551867
412	0.00235982579
413	0.002354130312
414	0.00234739815
415	0.002341676991
416	0.002335737495
417	0.002330076383
418	0.002324401041
419	0.002318931299
420	0.002312557444
421	0.002307092812
422	0.002301709578
423	0.002296816121
424	0.002291291705
425	0.002285986508
426	0.002281320089
427	0.00227601357
428	0.002270521293
429	0.002266094496
430	0.002260861119
431	0.002255434
432	0.002250252363
433	0.002245097007
434	0.002239823025
435	0.002234449583
436	0.002229418256
437	0.002224220279
438	0.002219097843
439	0.002213893262
440	0.002207904398
441	0.002202945557
442	0.002197875323
443	0.002192705543
444	0.002188527287
445	0.002183405393
446	0.00217860499
447	0.002173651099
448	0.002168849054
449	0.002164070419
450	0.002158476517
451	0.002153745615
452	0.002148905901
453	0.002144264035
454	0.002138562616
455	0.002134885103
456	0.002130193136
457	0.002125508234
458	0.002120925896
459	0.002116365359
460	0.002111742661
461	0.002107098703
462	0.002102599086
463	0.002097876004
464	0.00209341778
465	0.002088980466
466	0.002085488114
467	0.002080885351
468	0.002075409546
469	0.002071092804
470	0.002066513576
471	0.002062889685
472	0.002058410476
473	0.002054124961
474	0.002049899749
475	0.002045528469
476	0.002040235081
477	0.00203606793
478	0.002031706993
479	0.00202753677
480	0.002023152583
481	0.002018935646
482	0.002015418002
483	0.002011147888
484	0.002006028777
485	0.002002004687
486	0.001998068188
487	0.001994038664
488	0.001989004963
489	0.0019866582
490	0.00198248936
491	0.00197845295
492	0.00197454172
493	0.001970388207
494	0.001966354078
495	0.001962338052
496	0.001958237713
497	0.001954407203
498	0.00195055673
499	0.001946543314
500	0.001942609408
501	0.001938692926
502	0.001934960717
503	0.001930498032
504	0.001926533211
505	0.001922111804
506	0.001917430703
507	0.001914290443
508	0.001910598372
509	0.001906956574
510	0.001903219371
511	0.001899105253
512	0.001894811461
513	0.001891029406
514	0.001887321767
515	0.001884247263
516	0.001880671851
517	0.001876503357
518	0.001872039448
519	0.001868544303
520	0.001865063542
521	0.001861617997
522	0.001858026548
523	0.001854554758
524	0.001850934096
525	0.001847385058
526	0.001844684692
527	0.001841296719
528	0.001837818314
529	0.001834424848
530	0.001831076812
531	0.001827710738
532	0.001824389665
533	0.001820975343
534	0.001817543867
535	0.001814036647
536	0.001810122496
537	0.001806763922
538	0.001803388394
539	0.00180002668
540	0.001796775345
541	0.001793439286
542	0.00179021276
543	0.001786999033
544	0.001783798026
545	0.001780639244
546	0.001776612187
547	0.001773450269
548	0.00177020041
549	0.001766963596
550	0.001764299682
551	0.001760345543
552	0.001757175273
553	0.001753252909
554	0.001749598164
555	0.00174635084
556	0.001742476505
557	0.001739343044
558	0.001736249758
559	0.001732419794
560	0.001728606861
561	0.00172604781
562	0.001722507594
563	0.001719475407
564	0.001716538735
565	0.001713586072
566	0.001710644603
567	0.001708349886
568	0.00170542818
569	0.001702544004
570	0.001699644141
571	0.001696666099
572	0.001693813286
573	0.001690971043
574	0.001687939214
575	0.001684963575
576	0.001681353296
577	0.001678914645
578	0.001676096879
579	0.001672524069
580	0.001670161763
581	0.001667251067
582	0.001664474008
583	0.001661499006
584	0.001658742053
585	0.001655995185
586	0.001653193859
587	0.001650378262
588	0.001647573164
589	0.001644863642
590	0.00164210234
591	0.001639411526
592	0.001636609111
593	0.001633937178
594	0.001631298777
595	0.001628583353
596	0.001626348886
597	0.001623735366
598	0.001620633353
599	0.001617808255
600	0.001615115588
601	0.001611794472
602	0.001608487147
603	0.001605954615
604	0.001603301677
605	0.001600029081
606	0.00159718891
607	0.001595513922
608	0.001592896956
609	0.001590366884
610	0.001587729752
611	0.001585216932
612	0.001583263179
613	0.001581157683
614	0.001578589478
615	0.001576106537
616	0.00157365409
617	0.001571575935
618	0.001569504905
619	0.001566367229
620	0.001563242225
621	0.001560677908
622	0.001558272966
623	0.001555780011
624	0.001552824517
625	0.001550444241
626	0.001547976826
627	0.001545442064
628	0.001542916307
629	0.001540494593
630	0.001538081194
631	0.001535241925
632	0.001532894621
633	0.001530555222
634	0.001528078651
635	0.00152510233
636	0.001522787145
637	0.001520429069
638	0.001518128618
639	0.001515856001
640	0.001512926351
641	0.001510212174
642	0.001507873166
643	0.001505586253
644	0.001503351146
645	0.001501034596
646	0.001498161513
647	0.001495973374
648	0.001493679944
649	0.001491461516
650	0.001489129724
651	0.001486301681
652	0.001484011505
653	0.001481774176
654	0.001479591256
655	0.001476799194
656	0.001474017788
657	0.001471246976
658	0.001469343404
659	0.001467067822
660	0.001464928559
661	0.00146219158
662	0.001459932764
663	0.001457214447
664	0.001455443167
665	0.001453355867
666	0.001450661877
667	0.001448885689
668	0.001447115148
669	0.001445371926
670	0.001443295311
671	0.001441225266
672	0.001439179461
673	0.001437455937
674	0.001434820054
675	0.001432775036
676	0.001430736436
677	0.001428640535
678	0.001426242757
679	0.001424048989
680	0.001421990124
681	0.001419898964
682	0.001417897514
683	0.001415902278
684	0.001413343811
685	0.001411299078
686	0.001409622177
687	0.001407605426
688	0.001405531349
689	0.001403526862
690	0.001401892783
691	0.001400262084
692	0.001397759363
693	0.001395820428
694	0.001394616509
695	0.001392984437
696	0.001391377212
697	0.001389455834
698	0.001387499251
699	0.001385532534
700	0.001383525069
701	0.00138194176
702	0.001380046435
703	0.001378039678
704	0.001376116497
705	0.00137369833
706	0.001371726206
707	0.001369858978
708	0.001368308598
709	0.001366450991
710	0.001364451719
711	0.001362934394
712	0.001360561886
713	0.001358672726
714	0.001356789304
715	0.001354866558
716	0.001353045221
717	0.001350706617
718	0.001348896784
719	0.001346761166
720	0.001344444093
721	0.001342651279
722	0.001340811973
723	0.001339044083
724	0.001337281316
725	0.001335910089
726	0.001334420474
727	0.001332604582
728	0.001330794094
729	0.001328530783
730	0.001326781291
731	0.001324897161
732	0.001323107879
733	0.00132138734
734	0.001319155513
735	0.001317381943
736	0.001315662258
737	0.001313449563
738	0.001311244407
739	0.00130949219
740	0.001308080633
741	0.001306398978
742	0.001304660395
743	0.001302484353
744	0.00130080344
745	0.001299167019
746	0.001297360954
747	0.001295660195
748	0.001293997623
749	0.001292317512
750	0.001290677826
751	0.001289029257
752	0.001287062199
753	0.001285374916
754	0.00128369247
755	0.001282321241
756	0.001280590904
757	0.001278968041
758	0.001277349703
759	0.001276105104
760	0.00127449471
761	0.001273159985
762	0.001271510466
763	0.00126986562
764	0.001268225428
765	0.001266602657
766	0.001264937213
767	0.0012633675
768	0.001261324938
769	0.001259720018
770	0.001258418425
771	0.001256864837
772	0.001255215873
773	0.001253670532
774	0.001252116872
775	0.001250567449
776	0.001249034654
777	0.001247493607
778	0.001246217265
779	0.001244695699
780	0.001243078896
781	0.001241100249
782	0.001239579151
783	0.001237963699
784	0.001236405718
785	0.001234896373
786	0.001233358417
787	0.001231812641
788	0.00122986917
789	0.001228375809
790	0.001226443133
791	0.001224958324
792	0.001223729072
793	0.001222262801
794	0.001220756673
795	0.001219190313
796	0.001217286088
797	0.001215713323
798	0.001214223587
799	0.001212478689
800	0.001210985657
801	0.001209456148
802	0.001207904072
803	0.001206463854
804	0.001205276666
805	0.001203783858
806	0.001202324102
807	0.001200908561
808	0.001199432634
809	0.001197588951
810	0.001196184709
811	0.001194350959
812	0.001192943387
813	0.001191498611
814	0.001189679083
815	0.001188242448
816	0.001186820569
817	0.001185015207
818	0.001183891709
819	0.001182430736
820	0.001181050841
821	0.001179674488
822	0.001177890573
823	0.001176466261
824	0.001175038142
825	0.001173686601
826	0.00117228891
827	0.001171147881
828	0.0011701092
829	0.001168720427
830	0.001167384003
831	0.001166050934
832	0.001164710781
833	0.001163345249
834	0.001162011532
835	0.001160691513
836	0.001159586439
837	0.00115827251
838	0.001156951587
839	0.001155556464
840	0.001154252204
841	0.001152900699
842	0.001151592482
843	0.001150287531
844	0.001148589737
845	0.001146897036
846	0.001145273086
847	0.001143982461
848	0.001142695035
849	0.001141410797
850	0.001140088961
851	0.001138946206
852	0.001137670564
853	0.001136073095
854	0.001134546715
855	0.001133250657
856	0.00113219087
857	0.001130545558
858	0.001129259049
859	0.00112800485
860	0.001126753716
861	0.001125515201
862	0.001124270128
863	0.001122988298
864	0.001121981831
865	0.001120744665
866	0.0011195105
867	0.001118288723
868	0.001117060496
869	0.001115457958
870	0.001114136254
871	0.00111287758
872	0.001111601148
873	0.001110348495
874	0.001109108119
875	0.001107861593
876	0.00110666514
877	0.001105092025
878	0.00110389261
879	0.001102327348
880	0.001101260223
881	0.001100078255
882	0.001098817465
883	0.001097631982
884	0.001096368052
885	0.001095389508
886	0.001094131136
887	0.001093064354
888	0.00109179699
889	0.001090816442
890	0.001089680134
891	0.001088477147
892	0.001087161025
893	0.001086000533
894	0.001084814665
895	0.001083668003
896	0.001082159084
897	0.001081211483
898	0.001080251214
899	0.001079105559
900	0.001077609294
901	0.001076433549
902	0.001075645103
903	0.001074509203
904	0.001073307685
905	0.001072393103
906	0.001070915254
907	0.00106976279
908	0.001068647561
909	0.001067451108
910	0.001066319106
911	0.001065394859
912	0.001064280794
913	0.00106316929
914	0.001062060339
915	0.001060953932
916	0.001059783006
917	0.001058646255
918	0.001057205483
919	0.001056109225
920	0.001055015468
921	0.001053924202
922	0.001052496068
923	0.001051071873
924	0.0010496516
925	0.001048571385
926	0.001047493616
927	0.001046426131
928	0.001045353203
929	0.001044479942
930	0.001043411128
931	0.001042352487
932	0.001041288453
933	0.001040160408
934	0.001039108745
935	0.001038023135
936	0.001036939999
937	0.001035851661
938	0.001034471375
939	0.00103338837
940	0.001032248186
941	0.001031443008
942	0.001030366673
943	0.001029589896
944	0.001028226063
945	0.001027198359
946	0.001026165444
947	0.0010250412
948	0.001023689263
949	0.001022598962
950	0.001021541112
951	0.001020485653
952	0.001019432577
953	0.001018422462
954	0.001017373778
955	0.001016532693
956	0.001015528641
957	0.001014526767
958	0.0010136097
959	0.001012513111
960	0.001011517314
961	0.001010445899
962	0.001009454329
963	0.001008457755
964	0.001007429366
965	0.001006410367
966	0.00100510627
967	0.001003805615
968	0.001002508388
969	0.001001499345
970	0.001000525228
971	0.0009995202987
972	0.000998702748
973	0.000997418548
974	0.0009963838284
975	0.0009955849608
976	0.0009947836934
977	0.0009937908557
978	0.0009927933102
979	0.0009918356883
980	0.0009908732575
981	0.000989608871
982	0.0009885905965
983	0.0009876413277
984	0.0009864962503
985	0.0009855200028
986	0.0009847356206
987	0.000983720863
988	0.0009827809021
989	0.0009818055567
990	0.0009807969781
991	0.0009798560278
992	0.0009786191972
993	0.0009779056032
994	0.0009768919036
995	0.0009756625712
996	0.0009744363913
997	0.0009736614912
998	0.0009728881938
999	0.0009719326261
